node_id,true_label,nominal_mask_rate,perturbation_seed,derived_sampling_seed,num_hops,top_k,rho,neighbourhood_size,subgraph_edges,active_entries_before,num_entries_masked,realized_mask_rate,baseline_predicted_label,perturbed_predicted_label,pred_same,baseline_confidence,perturbed_baseline_class_confidence,baseline_class_confidence_delta,perturbed_max_confidence,baseline_top_k_available,perturbed_active_features,perturbed_degenerate_features,perturbed_output_kernel_valid,output_bandwidth,output_centered_norm,perturbed_solver_converged,optimizer_iterations,perturbed_num_nonzero,perturbed_top_k_available,explanation_available,jaccard,intersection_size,union_size,final_objective,failure_reason
1903,5,0.01,101,120043624,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7310556173324585,-0.007672727108001709,0.7310556173324585,True,259,1174,True,0.1979043334722519,6.971013069152832,True,289,28,True,True,1.0,10.0,10.0,0.28209927678108215,
1903,5,0.01,102,121043627,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7285778522491455,-0.010150492191314697,0.7285778522491455,True,258,1175,True,0.19656339287757874,6.929776191711426,True,289,30,True,True,0.8181818181818182,9.0,11.0,0.28348374366760254,
1903,5,0.01,103,122043630,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7392844557762146,0.0005561113357543945,0.7392844557762146,True,257,1176,True,0.19399142265319824,6.971790790557861,True,285,28,True,True,1.0,10.0,10.0,0.284995436668396,
1903,5,0.01,104,123043633,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7436326146125793,0.004904270172119141,0.7436326146125793,True,258,1175,True,0.19874338805675507,6.990189552307129,True,300,26,True,True,1.0,10.0,10.0,0.28366202116012573,
1903,5,0.01,105,124043636,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7200538516044617,-0.018674492835998535,0.7200538516044617,True,259,1174,True,0.19830076396465302,6.936463832855225,True,286,29,True,True,1.0,10.0,10.0,0.2814693748950958,
1903,5,0.01,106,125043639,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.736518383026123,-0.002209961414337158,0.736518383026123,True,260,1173,True,0.19526107609272003,6.990645408630371,True,288,38,True,True,0.8181818181818182,9.0,11.0,0.28796470165252686,
1903,5,0.01,107,126043642,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7382606863975525,-0.00046765804290771484,0.7382606863975525,True,258,1175,True,0.19479185342788696,6.994779109954834,True,293,29,True,True,1.0,10.0,10.0,0.28420206904411316,
1903,5,0.01,108,127043645,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7206645011901855,-0.018063843250274658,0.7206645011901855,True,260,1173,True,0.19585953652858734,6.877796649932861,True,273,27,True,True,1.0,10.0,10.0,0.2791953682899475,
1903,5,0.01,109,128043648,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7357880473136902,-0.0029402971267700195,0.7357880473136902,True,259,1174,True,0.1993270069360733,6.957470893859863,True,289,28,True,True,1.0,10.0,10.0,0.28380873799324036,
1903,5,0.01,110,129043651,2,10,0.03,26,78,533,5,0.009380863039399626,5,5,True,0.7387283444404602,0.7387532591819763,2.491474151611328e-05,0.7387532591819763,True,257,1176,True,0.19776901602745056,6.976807117462158,True,293,29,True,True,0.8181818181818182,9.0,11.0,0.28420665860176086,
